GASVISION_FILEVERSION;3;4.50
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
DECIMALSEPARATOR;.
DATESEPARATOR;/
SHORTDATEFORMAT;M/d/yyyy
TIMESEPARATOR;:
TIMEAMSTRING;AM
TIMEPMSTRING;PM
LONGTIMEFORMAT;h:mm:ss AMPM
SESSION_HEADER;Peak;1;8/16/2014 2:13:58 PM;8/16/2014 2:47:54 PM;X-am 7000;ARAA0092;1;PERSONAL-ID;2.02W;;1.00
GASTYPE;;Isobutene;ch4;NH3;NO;O2;
UNITNAME;;ppm;%LEL;ppm;ppm;Vol%;
VAL;8/17/2014 1:06:57 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:06:58 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:06:59 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:00 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:01 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:02 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:03 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:04 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:05 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:06 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:07 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:08 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:09 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:10 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:11 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:12 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:13 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:14 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:15 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:16 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:17 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:18 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:19 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:20 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:21 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:22 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:23 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:24 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:25 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:26 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:27 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:28 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:29 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:30 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:31 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:32 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:33 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:34 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:35 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:36 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:37 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:38 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:39 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:40 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:41 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:42 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:43 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:44 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:45 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:46 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:47 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:48 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:49 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:50 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:51 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:52 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:53 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:54 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:55 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:56 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:57 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:58 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:07:59 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:00 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:01 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:02 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:03 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:04 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:05 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:06 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:07 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:08 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:09 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:10 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:11 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:12 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:13 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:14 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:15 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:16 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:17 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:18 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:19 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:20 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:21 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:22 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:23 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:24 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:25 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:26 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:27 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:28 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:29 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:30 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:31 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:32 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:33 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:34 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:35 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:36 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:37 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:38 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:39 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:40 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:41 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:42 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:43 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:44 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:45 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:46 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:47 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:48 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:49 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:50 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:51 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:52 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:53 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:54 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:55 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:56 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:57 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:58 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:08:59 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:00 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:01 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:02 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:03 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:04 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:05 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:06 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:07 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:08 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:09 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:10 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:11 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:12 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:13 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:14 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:15 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:16 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:17 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:18 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:19 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:20 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:21 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:22 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:23 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:24 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:25 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:26 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:27 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:28 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:29 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:30 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:31 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:32 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:33 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:34 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:35 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:36 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:37 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:38 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:39 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:40 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:41 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:42 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:43 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:44 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:45 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:46 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:47 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:48 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:49 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:50 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:51 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:52 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:53 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:54 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:55 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:56 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:57 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:58 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:09:59 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:00 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:01 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:02 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:03 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:04 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:05 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:06 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:07 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:08 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:09 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:10 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:11 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:12 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:13 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:14 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:15 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:16 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:17 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:18 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:19 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:20 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:21 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:22 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:23 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:24 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:25 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:26 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:27 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:28 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:29 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:30 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:31 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:32 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:33 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:34 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:35 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:36 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:37 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:38 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:39 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:40 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:41 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:42 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:43 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:44 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:45 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:46 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:47 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:48 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:49 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:50 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:51 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:52 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:53 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:54 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:55 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:56 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:57 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:58 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:10:59 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:00 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:01 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:02 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:03 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:04 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:05 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:06 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:07 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:08 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:09 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:10 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:11 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:12 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:13 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:14 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:15 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:16 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:17 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:18 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:19 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:20 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:21 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:22 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:23 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:24 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:25 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:26 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:27 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:28 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:29 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:30 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:31 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:32 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:33 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:34 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:35 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:36 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:37 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:38 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:39 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:40 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:41 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:42 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:43 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:44 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:45 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:46 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:47 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:48 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:49 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:50 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:51 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:52 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:53 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:54 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:55 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:56 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:57 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:58 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:11:59 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:00 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:01 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:02 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:03 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:04 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:05 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:06 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:07 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:08 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:09 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:10 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:11 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:12 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:13 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:14 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:15 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:16 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:17 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:18 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:19 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:20 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:21 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:22 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:23 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:24 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:25 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:26 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:27 AM;0.000;0.000;NEG;0.000;20.90;
VAL;8/17/2014 1:12:28 AM;0.000;0.000;NEG;0.000;20.90;
